post_id,post_author,post_text,post_processed,post_url,num_comments,comments_raw,comments_processed,comments_json,sentiment,sentiment_score,sentiment_reasoning
2016561369479303449,Andrea Sosa @andytasosa · 2h," Senado bonaerense: piden prisión preventiva para empleados denunciados por abuso sexual  Se trata de Nicolás Daniel Rodríguez y Daniela Silva Muñoz, quienes fueron denunciados por al menos cuatro víctimas.   En LN+",sen bonaerens pid prision prevent emple denunci abus sexual trat nicolas daniel rodriguez daniel silv muñoz denunci men cuatr victim,https://x.com/andytasosa/status/2016561369479303449,0,No comments,No comments,[],,,
2014710876540964921,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 23,SI USTED ES UN SENADOR ONORABLE Y HONESTO... YO TRABAJO DE PUTA Y SOY VIRGEN...,usted senador onor honest trabaj put virg,https://x.com/NICOLAS71046251/status/2014710876540964921,1,"Recuerdo que con el lema  ""soy virgen"" se vendió e hizo famosa Wanda",recuerd lem virg vend hiz famos wand,"[""Recuerdo que con el lema  \""soy virgen\"" se vendió e hizo famosa Wanda""]",,,
2013940019862409234,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 21,"CASO NISMAN,NUEVAS  PERICIAS...",cas nismannuev perici,https://x.com/NICOLAS71046251/status/2013940019862409234,0,No comments,No comments,[],,,
2015626813553176716,Antonio Muñoz D. @MundoMunoz1997 · Jan 25,NICOLAS JURA QUE DEJAMOS A TEBI POR ORDEN SUYA  #LaCasaDeLosFamososCol3,nicol jur dej tebi orden lacasadelosfamososcol,https://x.com/MundoMunoz1997/status/2015626813553176716,1,#LaCasaDeLosFamososCol3 Mientras tanto Beba en el confesionario,lacasadelosfamososcol mientr beb confesionari,"[""#LaCasaDeLosFamososCol3 Mientras tanto Beba en el confesionario""]",,,
2014169001249677329,Ely Yfran @YfranEly · Jan 21,"SIEMPRE LOS K Nicolás Rodríguez y Daniela Silva Muñoz, dos referentes de la militancia kirchnerista y feminista en La Plata, permanecen detenidos. Los acusan de captar jóvenes al menos desde 2015. Ya son cuatro las mujeres que fueron reconocidas como damnificadas.",siempr nicolas rodriguez daniel silv muñoz dos referent milit kirchner femin plat permanec deten acus capt joven men cuatr mujer reconoc damnific,https://x.com/YfranEly/status/2014169001249677329,5,"Cuánta IMPUNIDAD. Todos son Delincuentes,que Vergüenza tienen que quedar PRESOS!!!! | Grave! | Inútiles como siempre y degenerados . | Pero  que hdp | Ché y no hablas del psiquiátrico que se garcha a su perro embalsamado?",cuant impun delincuentesqu vergüenz qued pres | grav | inutil siempr degener | hdp | che habl psiquiatr garch perr embalsam,"[""Cuánta IMPUNIDAD. Todos son Delincuentes,que Vergüenza tienen que quedar PRESOS!!!!"", ""Grave!"", ""Inútiles como siempre y degenerados ."", ""Pero  que hdp"", ""Ché y no hablas del psiquiátrico que se garcha a su perro embalsamado?""]",,,
2010363459087868317,Nicolás R. Muñoz  @nicolasrmunoz · Jan 11,Di una charla en inglés hablando de las cosas buenas que tiene mi país  hace 5 años terminé el curso online de SER EXTRAORDINARIO con  @Vishen  en donde decreté que sería un speaker internacional  y hoy esa meta la cumplí junto al propio Vishen que también era speaker del,charl ingles habl cos buen pais hac años termin curs onlin ser extraordinari decret speak internacional hoy met cumpl junt propi vish speak,https://x.com/nicolasrmunoz/status/2010363459087868317,2,"Felicidades! Un gran evento donde Ecuador estuvo representado por ti .   La próxima llévame, te cargo las maletas. Jaja | Gracias Carlita ",felic gran event ecuador represent proxim llevam carg malet jaj | graci carlit,"[""Felicidades! Un gran evento donde Ecuador estuvo representado por ti .   La próxima llévame, te cargo las maletas. Jaja"", ""Gracias Carlita ""]",,,
2011860216489611313,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 15,NATALIA SARACHO  NIEGA ROMANCE CON MAURICIO MACRI...,natali sarach nieg romanc maurici macri,https://x.com/NICOLAS71046251/status/2011860216489611313,1,Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua,juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju,"[""Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua""]",,,
2015048360701333802,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 24,NICOLAS MUÑOZ,nicol muñoz,https://x.com/NICOLAS71046251/status/2015048360701333802,3,"Algunos tienen actitudes de hsdmp ,como el papadas | Exacto!!! Muy buen Sábado para vos!!! | La felicidad es la mujer casada ..Dijo Roque Narvaja",actitud hsdmp pap | exact buen sab vos | felic muj cas dij roqu narvaj,"[""Algunos tienen actitudes de hsdmp ,como el papadas"", ""Exacto!!! Muy buen Sábado para vos!!!"", ""La felicidad es la mujer casada ..Dijo Roque Narvaja""]",,,
2012482473653871084,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 17,PREOCUPATE MAS POR TU CONCIENCIA.,preocupat mas concienci,https://x.com/NICOLAS71046251/status/2012482473653871084,0,No comments,No comments,[],,,
2015763070438560035,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 26,JAVIER MILEI...,javi milei,https://x.com/NICOLAS71046251/status/2015763070438560035,0,No comments,No comments,[],,,
2014687372483478007,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 23,JAVIER MILEI Y LA  FILOSOFIA GRIEGA...,javi milei filosofi grieg,https://x.com/NICOLAS71046251/status/2014687372483478007,1,Presidente,president,"[""Presidente""]",,,
2011771940827025527,TN - Todo Noticias @todonoticias · Jan 15,"MILITABAN EN UN MOVIMIENTO QUE SE PROCLAMABA FEMINISTA, SE PRESENTABAN COMO REFERENTES DE GÉNERO Y ABUSARON SEXUALMENTE DE AL MENOS TRES MUJERES DURANTE AÑOS.   Nicolás Rodríguez y Silvia Daniela Muñóz son empleados del Senado bonaerense. Militan en un espacio político",milit movimient proclam femin present referent gener abus sexual men tres mujer años nicolas rodriguez silvi daniel muñoz emple sen bonaerens milit espaci polit,https://x.com/todonoticias/status/2011771940827025527,5,"Que sorpresa que sean kirchneristas!!!! | ¿Kirchos que se dicen feministas y abusan de mujeres? ¡NO LO PUEDO CREER, ES LA PRIMERA VEZ QUE PASA!...  ... es lo que diría si fuera un imbécil. | NO falla | Cuando son kirchneristas no es cadena nacional. | Recuerden, violar gente está mal, kukas, eso es mucho muy importante.",sorpres kirchner | ¿kirch dic femin abus mujer ¡no pued cre primer vez pas dir imbecil | fall | kirchner caden nacional | recuerd viol gent mal kuk import,"[""Que sorpresa que sean kirchneristas!!!!"", ""¿Kirchos que se dicen feministas y abusan de mujeres? ¡NO LO PUEDO CREER, ES LA PRIMERA VEZ QUE PASA!...  ... es lo que diría si fuera un imbécil."", ""NO falla"", ""Cuando son kirchneristas no es cadena nacional."", ""Recuerden, violar gente está mal, kukas, eso es mucho muy importante.""]",,,
2015911221979955560,Nicolás R. Muñoz  @nicolasrmunoz · Jan 26,Descubre las #finanzaspersonales y el manejo de #dinero desde una óptica más humana #morirconcero,descubr finanzaspersonal manej diner optic human morirconcer,https://x.com/nicolasrmunoz/status/2015911221979955560,0,No comments,No comments,[],,,
1986835340477251963,"Juan Esteban Suraci @juansuraci · Nov 7, 2025","#GimnasiaMza - Informa  @TibuFernandez07   la lista de jugadores que seguirán ligados al club: César Rigamonti, Facundo Nadalin, Diego Mondino, Imanol González, Franco Saavedra, Matías Recalde, Lautaro Carrera, Fermín Antonini, Matías Muñoz, Nicolás Romano, Luciano Cingolani,",gimnasiamz inform list jugador segu lig club ces rigamonti facund nadalin dieg mondin imanol gonzalez franc saavedr mat recald lautar carrer fermin antonini mat muñoz nicolas roman lucian cingolani,https://x.com/juansuraci/status/1986835340477251963,0,No comments,No comments,[],,,
2015389368324702391,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 25,"EL SER FANATICO K,DESTRUYE EL CEREBRO...",ser fanat kdestru cerebr,https://x.com/NICOLAS71046251/status/2015389368324702391,0,No comments,No comments,[],,,
2014029474363220079,ElCanciller.com @elcancillercom · Jan 21,[JUSTICIA] Imputaron por otros cinco hechos de abuso sexual a los dos empleados del Senado bonaerense acusados de liderar una secta: Nicolás Rodríguez y Daniela Silva Muñoz ya se encuentran detenidos por otros hechos de violencia sexual contra tres mujeres.,justici imput cinc hech abus sexual dos emple sen bonaerens acus lider sect nicolas rodriguez daniel silv muñoz encuentr deten hech violenci sexual tres mujer,https://x.com/elcancillercom/status/2014029474363220079,0,No comments,No comments,[],,,
2014686133532131639,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 23,"SRGIO MASSA DE IR PRESO ,JUNTO A  ALBERTO FERNANDEZ  Y CRISTINA...NO PUEDEN ESTAR SUELTOS CON LO QUE ROBARON Y  MALGASTARON EN  SUCIA POLITICA...",srgi mass pres junt albert fernandez cristinan pued suelt rob malgast suci polit,https://x.com/NICOLAS71046251/status/2014686133532131639,5,Tal cual cuando la justicia lo va a investigar protegido | Qué se haga realidad de una vez por todas!!.- | SABEN QUE MASSITA SE ROBO LAS REJAS !!! | Son una organización delictiva y terrorista | Team . Los blindados!,tal justici investig proteg | hag realid vez tod | sab massit rob rej | organiz delict terror | team blind,"[""Tal cual cuando la justicia lo va a investigar protegido"", ""Qué se haga realidad de una vez por todas!!.-"", ""SABEN QUE MASSITA SE ROBO LAS REJAS !!!"", ""Son una organización delictiva y terrorista"", ""Team . Los blindados!""]",,,
2015762558704091316,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 26,NO LO ENTENDERIAS ...?,entenderi,https://x.com/NICOLAS71046251/status/2015762558704091316,5,"estan presos??? | Súmale que estuvo o está , Tinelli y todos sus parientes y la vieja mapache  @SoyFeudaleM  ..  | Y ahora los paladines de verdad y la justicia que dirán ? | Nunca comprendí, que hacía Fantino ahí, ¡lástima! | Con estos dos, creo cualquiera",estan pres | sumal tinelli parient viej mapach | ahor paladin verd justici diran | nunc comprend hac fantin ahi ¡lastim | dos cre cualqu,"[""estan presos???"", ""Súmale que estuvo o está , Tinelli y todos sus parientes y la vieja mapache  @SoyFeudaleM  .. "", ""Y ahora los paladines de verdad y la justicia que dirán ?"", ""Nunca comprendí, que hacía Fantino ahí, ¡lástima!"", ""Con estos dos, creo cualquiera""]",,,
2014027229873746093,Resumido @Resumidoinfo · Jan 21, Nuevas imputaciones para los empleados del Senado bonaerense acusados de liderar una secta  Nicolás Rodríguez y Daniela Silva Muñoz enfrentan cargos por abusos sexuales reiterados y manipulación psicológica. Mañana peritarán sus celulares ,nuev imput emple sen bonaerens acus lider sect nicolas rodriguez daniel silv muñoz enfrent carg abus sexual reiter manipul psicolog mañan perit celular,https://x.com/Resumidoinfo/status/2014027229873746093,0,No comments,No comments,[],,,
1845890880294867054," fred le gaulois  Uniondesdroites  @FredGaulois · Oct 14, 2024","Dans la catégorie, on marche sur la tête, attention, accrochez vous bien à votre siège  Nicolas a 26 ans, en 2013, lycéen, il est accusé pour la 1ère fois d'agressions sexuelles et condamné à 4 mois de prison avec sursis. Etudiant en médecine, il récidive, entre 2017 et 2020, 3",dans categori march sur tête attention accrochez vous bien votr sièg nicol ans lyce est accus pour ère fois dagressions sexuell condamn mois prison avec sursis etudiant medecin recidiv,https://x.com/FredGaulois/status/1845890880294867054,5,"je suis dégoûté  je suis infirmière suspendue qui n'a pas pu reprendre le travail car inquiété par l'ordre et ce mec est un violeur et il a le droit de bosser c'est honteux  | Jamais inquiété par le conseil de l'Ordre: le chirurgien Joël Le Scouarnec frise les 300 victimes... | 26 ans > encore lycéen  et déjà violeur et finit comme gynécologue   et pour bientôt Ministre de la Santé au gouvernement de Macron  | C'est de pire en pire ce pays.  Faut supprimer le ministère de la justice vu qu'il n'y en a plus | Nicolas a une future carrière de violeur en série qui l’attend sous l’avale de  @ordre_medecins  spécialistes des violeurs et des pédocriminels ! Ils ont protégé Joël Le Scouarnec, le plus grand pédocriminel de France, ils protègeront Nicolas !",suis degoût suis infirmièr suspendu qui pas reprendr travail car inquiet par lordr mec est violeur droit boss cest honteux | jamais inquiet par conseil lordr chirurgi joël scouarnec fris victim | ans encor lyce dejà violeur finit comm gynecolog pour bientôt ministr sant gouvernement macron | cest pir pir pays faut supprim ministèr justic quil plus | nicol une futur carrièr violeur seri qui attend sous aval specialist des violeurs des pedocriminels ils ont proteg joël scouarnec plus grand pedocriminel franc ils protègeront nicol,"[""je suis dégoûté  je suis infirmière suspendue qui n'a pas pu reprendre le travail car inquiété par l'ordre et ce mec est un violeur et il a le droit de bosser c'est honteux "", ""Jamais inquiété par le conseil de l'Ordre: le chirurgien Joël Le Scouarnec frise les 300 victimes..."", ""26 ans > encore lycéen  et déjà violeur et finit comme gynécologue   et pour bientôt Ministre de la Santé au gouvernement de Macron "", ""C'est de pire en pire ce pays.  Faut supprimer le ministère de la justice vu qu'il n'y en a plus"", ""Nicolas a une future carrière de violeur en série qui l’attend sous l’avale de  @ordre_medecins  spécialistes des violeurs et des pédocriminels ! Ils ont protégé Joël Le Scouarnec, le plus grand pédocriminel de France, ils protègeront Nicolas !""]",,,
2010187408126648330,Diario El Salvador @elsalvador · Jan 10,"#DeDeportes «El futbolista salvadoreño debe tener más deseo de superación», Nicolas Muñoz  El ex jugador panameño, ahora comentarista de TV, dio su opinión sobre la actualidad del fútbol en El Salvador y el cambio en la Fesfut.",dedeport futbol salvadoreñ deb ten dese super nicol muñoz jugador panameñ ahor comentar dio opinion actual futbol salvador cambi fesfut,https://x.com/elsalvador/status/2010187408126648330,1,panama vet calls out weak salvador grind,panam vet calls out weak salvador grind,"[""panama vet calls out weak salvador grind""]",,,
2007416651143324101,Ecuavisa Noticias @EcuavisaInforma · Jan 3," El alcalde de #Quito, Pabel Muñoz, es la primera autoridad de #Ecuador que se pronuncia por la incursión armada de Estados Unidos en Venezuela que ha culminado con la captura de Nicolás Maduro, según informó Donald Trump.   https:// bit.ly/493hR2S",alcald quit pabel muñoz primer autor ecuador pronunci incursion armad unid venezuel culmin captur nicolas madur segun inform donald trump bitlyhrs,https://x.com/EcuavisaInforma/status/2007416651143324101,5,"Perro naRCo5 todavía te queda Cuba, Nicaragua y México para que se puedan fugar | Anda, y reclama tú, pues glosado sectario; toda latinoamérica está agradecida de qué se capturó al jefe del cartel de los soles | Todos los compadres y defensores de las dictaduras mas descaradas de la historia en Latinoamérica, salen a defender lo indefendible. Todos los pueblos americanos quieren vivir en democracia, todos menos quienes hacen de la política su negocio de vida. Se les acaba la teta! | El NO ALCALDE,  NO ES LA PRIMERA AUTORIDAD DE ECUADOR, es la última rueda del coche, no tiene dignidad. Un glosado, entró con fraude,  con qué cara opina ?  El mismo, debe abandonar un cargo que no le pertenece. | Tic toc amigos de maduro",perr narc todav qued cub nicaragu mexic pued fug | anda reclam pues glos sectari tod latinoamer agradec captur jef cartel sol | compadr defensor dictadur mas descar histori latinoamer sal defend indefend puebl american quier viv democraci men hac polit negoci vid acab tet | alcald primer autor ecuador ultim rued coch dignid glos entro fraud car opin mism deb abandon carg pertenec | tic toc amig madur,"[""Perro naRCo5 todavía te queda Cuba, Nicaragua y México para que se puedan fugar"", ""Anda, y reclama tú, pues glosado sectario; toda latinoamérica está agradecida de qué se capturó al jefe del cartel de los soles"", ""Todos los compadres y defensores de las dictaduras mas descaradas de la historia en Latinoamérica, salen a defender lo indefendible. Todos los pueblos americanos quieren vivir en democracia, todos menos quienes hacen de la política su negocio de vida. Se les acaba la teta!"", ""El NO ALCALDE,  NO ES LA PRIMERA AUTORIDAD DE ECUADOR, es la última rueda del coche, no tiene dignidad. Un glosado, entró con fraude,  con qué cara opina ?  El mismo, debe abandonar un cargo que no le pertenece."", ""Tic toc amigos de maduro""]",,,
2007413493733917016,Teleamazonas @teleamazonasec · Jan 3,"'Latinoamérica debe rechazar cualquier ataque', alcalde de Quito, Pabel Muñoz se pronuncia tras ataque de EE.UU. contra el gobierno de Nicolás Maduro  https:// f.mtr.cool/dwbansoyjw",latinoamer deb rechaz cualqui ataqu alcald quit pabel muñoz pronunci tras ataqu eeuu gobiern nicolas madur fmtrcooldwbansoyjw,https://x.com/teleamazonasec/status/2007413493733917016,5,"Nadie que no sea venezolano puede opinar sobre este asunto, solo ellos han vivido el hambre, la persecución, el secuestro de su país. Solo ellos están legitimados para sentirse libres o vulnerados.  Los demás solo podemos pedir que Dios bendiga a Venezuela | Pabel no nos representa a los quiteños. | Repito, NO NOS IMPORTA SU OPINION. Pongan opiniones de gente decente por favor. | 2026 empieza muy bien | ? El chiste se cuenta solo",nadi venezolan pued opin asunt sol viv hambr persecu secuestr pais sol legitim sent libr vulner demas sol pod ped dios bendig venezuel | pabel represent quiteñ | repit import opinion pong opinion gent decent favor | empiez bien | chist cuent sol,"[""Nadie que no sea venezolano puede opinar sobre este asunto, solo ellos han vivido el hambre, la persecución, el secuestro de su país. Solo ellos están legitimados para sentirse libres o vulnerados.  Los demás solo podemos pedir que Dios bendiga a Venezuela"", ""Pabel no nos representa a los quiteños."", ""Repito, NO NOS IMPORTA SU OPINION. Pongan opiniones de gente decente por favor."", ""2026 empieza muy bien"", ""? El chiste se cuenta solo""]",,,
1990453687030853995,"BN @BNPeriodismo · Nov 17, 2025","Conversamos con Gonzalo Muñoz, abogado y analista político, sobre algunas hipótesis de la contundente derrota de Daniel Noboa en la Consulta. ""Unos voceros de pacotilla. Jamás pudieron trasladar  la importancia de un referendum y una consulta popular a la ciudadania"", dijo Muñoz",convers gonzal muñoz abog anal polit hipotesis contundent derrot daniel nobo consult vocer pacotill jamas pud traslad import referendum consult popul ciudadani dij muñoz,https://x.com/BNPeriodismo/status/1990453687030853995,0,No comments,No comments,[],,,
2015404420121473379,GATO TURKO @ELRINCONDELGAT8 · Jan 25,"Nicolas es un personaje muy interesante y con muchas cosas a su favor , pero creo esos 52% en la primera semana le ha hecho perder el piso y hecho muy soberbio #LaCasaDeLosFamosososCol3",nicol personaj interes much cos favor cre primer seman hech perd pis hech soberbi lacasadelosfamosososcol,https://x.com/ELRINCONDELGAT8/status/2015404420121473379,0,No comments,No comments,[],,,
2013939762730508708,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 21,"BRAVA,LA HERMANA DE CRISTINA...",braval herman cristin,https://x.com/NICOLAS71046251/status/2013939762730508708,5,"Y es Flia.  | Son k no les falta nada . | Muy Monto | También la cagó a la Kris? | Que ascooooo por favor,  ficha limpia ya",fli | falt | mont | cag kris | ascoooo favor fich limpi,"[""Y es Flia. "", ""Son k no les falta nada ."", ""Muy Monto"", ""También la cagó a la Kris?"", ""Que ascooooo por favor,  ficha limpia ya""]",,,
2013935599531548839,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 21,"QUE ALGUIEN DESPIERTE A LA JUSTICIA,POR FAVOR...",algui despiert justiciapor favor,https://x.com/NICOLAS71046251/status/2013935599531548839,0,No comments,No comments,[],,,
2012481231544279040,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 17,TREMENDO RECIBIMIENTO....,tremend recib,https://x.com/NICOLAS71046251/status/2012481231544279040,0,No comments,No comments,[],,,
2015404022832796148,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 25,CLUBES POBRES Y AFA RICA...NO SIRVE.,club pobr afa rican sirv,https://x.com/NICOLAS71046251/status/2015404022832796148,5,"Cómo los sindicalistas y como todos los peronistas que gobernaron el país todos igualitos . | Y los clubes todos en silencio | Tránsfugas | Hdp's no paran. La angurria de esta gente no se compara con nada. No conocen la vergüenza, la decencia no nada bueno, virtuoso o creativo, jamás | Parece la oficina de un sindicalista.",com sindical peron gobern pais igualit | club silenci | transfug | hdps par angurri gent comp conoc vergüenz decenci buen virtuos creativ jamas | parec oficin sindical,"[""Cómo los sindicalistas y como todos los peronistas que gobernaron el país todos igualitos ."", ""Y los clubes todos en silencio"", ""Tránsfugas"", ""Hdp's no paran. La angurria de esta gente no se compara con nada. No conocen la vergüenza, la decencia no nada bueno, virtuoso o creativo, jamás"", ""Parece la oficina de un sindicalista.""]",,,
