type,author,text,parent_url,processed_tokens,processed_text
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 23,MAYRA MENDOZA...,https://x.com/NICOLAS71046251/status/2014669265463345440,"['mayr', 'mendoz']",mayr mendoz
comment,Jorge Santoro @SantoroJorge · Jan 23,"Cobo robaste negra de mier, y te operaste la teta y el culo para satisfacer a los hombres que te encubren de tus delitos",https://x.com/NICOLAS71046251/status/2014669265463345440,"['cob', 'rob', 'negr', 'mier', 'oper', 'tet', 'cul', 'satisfac', 'hombr', 'encubr', 'delit']",cob rob negr mier oper tet cul satisfac hombr encubr delit
comment,OSO 53 @53_oso · Jan 23,Farsantes hipócritas hijos de put4,https://x.com/NICOLAS71046251/status/2014669265463345440,"['farsant', 'hipocrit', 'hij', 'put']",farsant hipocrit hij put
comment,Carlos @Baricarlos · Jan 23,qué comentario pelotudo!!,https://x.com/NICOLAS71046251/status/2014669265463345440,"['comentari', 'pelotud']",comentari pelotud
comment,José Carmelo @generalpepino · Jan 23,"Esperando la respuesta de la señora intendente,no x el echo de querer la mejor educación para su hija,sino desmintiendo que tiene cuentas en el exterior,no xq no tiene derecho a ahorrar,sino xq ella critica a quien lo hace en el exterior,x capitalistas",https://x.com/NICOLAS71046251/status/2014669265463345440,"['esper', 'respuest', 'señor', 'intendenten', 'echo', 'quer', 'mejor', 'educ', 'hijasin', 'desmint', 'cuent', 'exteriorn', 'derech', 'ahorrarsin', 'critic', 'hac', 'exteriorx', 'capital']",esper respuest señor intendenten echo quer mejor educ hijasin desmint cuent exteriorn derech ahorrarsin critic hac exteriorx capital
post,Kalina Ann @KalinaAnnGG · Jan 21,"Kicillof abrazando a Daniela Muñoz, una de las cabezas de la secta K ""La Orden de la Luz"", una red criminal dedicada a vioIar mujeres para satisfacer sexuaImente a su novio, Nicolas Rodríguez. Ambos empleados del Senado bonaerense, donde se perpetraron muchos de estos abusos.",https://x.com/KalinaAnnGG/status/2013948826617257990,"['kicillof', 'abraz', 'daniel', 'muñoz', 'cabez', 'sect', 'orden', 'luz', 'red', 'criminal', 'dedic', 'vioi', 'mujer', 'satisfac', 'sexuaiment', 'novi', 'nicol', 'rodriguez', 'ambos', 'emple', 'sen', 'bonaerens', 'perpetr', 'abus']",kicillof abraz daniel muñoz cabez sect orden luz red criminal dedic vioi mujer satisfac sexuaiment novi nicol rodriguez ambos emple sen bonaerens perpetr abus
comment,Inerte barra de carbono @InerteBarraC · Jan 21,"Siempre los kukas resultan ser terribles abusadores. Nunca falla, está en su ideología",https://x.com/KalinaAnnGG/status/2013948826617257990,"['siempr', 'kuk', 'result', 'ser', 'terribl', 'abus', 'nunc', 'fall', 'ideolog']",siempr kuk result ser terribl abus nunc fall ideolog
comment,AxL-16  @AXL_m16 · Jan 21,Kirchnerismo y cosas turbias siempre van de la mano,https://x.com/KalinaAnnGG/status/2013948826617257990,"['kirchner', 'cos', 'turbi', 'siempr', 'van', 'man']",kirchner cos turbi siempr van man
comment,Saint @FrankLasterLe · Jan 21,Hay algún kuka que no sea violador?,https://x.com/KalinaAnnGG/status/2013948826617257990,"['algun', 'kuk', 'violador']",algun kuk violador
comment,FlacaMartiColon   PATRIOTA @flaca_marti · Jan 22,"Milei se abraza con Scioli y muchos kukas más,son iguales.",https://x.com/KalinaAnnGG/status/2013948826617257990,"['milei', 'abraz', 'scioli', 'kuk', 'masson', 'igual']",milei abraz scioli kuk masson igual
comment,ERNESTO SUARCHE @SuarezEche28498 · Jan 21,"Didifoff adadando a Dadieda Dudos , uda de das dadedas de da dedda da.",https://x.com/KalinaAnnGG/status/2013948826617257990,"['didifoff', 'adad', 'dadied', 'dud', 'uda', 'das', 'daded', 'dedd']",didifoff adad dadied dud uda das daded dedd
post,mavica @mavica7 · Jan 16,Secta en el Senado bonaerense: investigan si una funcionaria quiso evitar que las denuncias salieran a la luz Melina Gaudino fue mencionada por tres mujeres que denunciaron a Nicolás Rodríguez y Daniela Silva Muñóz,https://x.com/mavica7/status/2012122336799989867,"['sect', 'sen', 'bonaerens', 'investig', 'funcionari', 'quis', 'evit', 'denunci', 'sal', 'luz', 'melin', 'gaudin', 'mencion', 'tres', 'mujer', 'denunci', 'nicolas', 'rodriguez', 'daniel', 'silv', 'muñoz']",sect sen bonaerens investig funcionari quis evit denunci sal luz melin gaudin mencion tres mujer denunci nicolas rodriguez daniel silv muñoz
post,Andrea Sosa @andytasosa · 2h," Senado bonaerense: piden prisión preventiva para empleados denunciados por abuso sexual  Se trata de Nicolás Daniel Rodríguez y Daniela Silva Muñoz, quienes fueron denunciados por al menos cuatro víctimas.   En LN+",https://x.com/andytasosa/status/2016561369479303449,"['sen', 'bonaerens', 'pid', 'prision', 'prevent', 'emple', 'denunci', 'abus', 'sexual', 'trat', 'nicolas', 'daniel', 'rodriguez', 'daniel', 'silv', 'muñoz', 'denunci', 'men', 'cuatr', 'victim']",sen bonaerens pid prision prevent emple denunci abus sexual trat nicolas daniel rodriguez daniel silv muñoz denunci men cuatr victim
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 23,SI USTED ES UN SENADOR ONORABLE Y HONESTO... YO TRABAJO DE PUTA Y SOY VIRGEN...,https://x.com/NICOLAS71046251/status/2014710876540964921,"['usted', 'senador', 'onor', 'honest', 'trabaj', 'put', 'virg']",usted senador onor honest trabaj put virg
comment,carolina baigorria @carolinabaigor6 · Jan 23,"Recuerdo que con el lema  ""soy virgen"" se vendió e hizo famosa Wanda",https://x.com/NICOLAS71046251/status/2014710876540964921,"['recuerd', 'lem', 'virg', 'vend', 'hiz', 'famos', 'wand']",recuerd lem virg vend hiz famos wand
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 21,"CASO NISMAN,NUEVAS  PERICIAS...",https://x.com/NICOLAS71046251/status/2013940019862409234,"['cas', 'nismannuev', 'perici']",cas nismannuev perici
post,Antonio Muñoz D. @MundoMunoz1997 · Jan 25,NICOLAS JURA QUE DEJAMOS A TEBI POR ORDEN SUYA  #LaCasaDeLosFamososCol3,https://x.com/MundoMunoz1997/status/2015626813553176716,"['nicol', 'jur', 'dej', 'tebi', 'orden', 'lacasadelosfamososcol']",nicol jur dej tebi orden lacasadelosfamososcol
comment,Antonio Muñoz D. @MundoMunoz1997 · Jan 26,#LaCasaDeLosFamososCol3 Mientras tanto Beba en el confesionario,https://x.com/MundoMunoz1997/status/2015626813553176716,"['lacasadelosfamososcol', 'mientr', 'beb', 'confesionari']",lacasadelosfamososcol mientr beb confesionari
post,Ely Yfran @YfranEly · Jan 21,"SIEMPRE LOS K Nicolás Rodríguez y Daniela Silva Muñoz, dos referentes de la militancia kirchnerista y feminista en La Plata, permanecen detenidos. Los acusan de captar jóvenes al menos desde 2015. Ya son cuatro las mujeres que fueron reconocidas como damnificadas.",https://x.com/YfranEly/status/2014169001249677329,"['siempr', 'nicolas', 'rodriguez', 'daniel', 'silv', 'muñoz', 'dos', 'referent', 'milit', 'kirchner', 'femin', 'plat', 'permanec', 'deten', 'acus', 'capt', 'joven', 'men', 'cuatr', 'mujer', 'reconoc', 'damnific']",siempr nicolas rodriguez daniel silv muñoz dos referent milit kirchner femin plat permanec deten acus capt joven men cuatr mujer reconoc damnific
comment,Aida Romero @Betyromero24 · Jan 22,"Cuánta IMPUNIDAD. Todos son Delincuentes,que Vergüenza tienen que quedar PRESOS!!!!",https://x.com/YfranEly/status/2014169001249677329,"['cuant', 'impun', 'delincuentesqu', 'vergüenz', 'qued', 'pres']",cuant impun delincuentesqu vergüenz qued pres
comment,MechitaCorta @robahiana · Jan 22,Grave!,https://x.com/YfranEly/status/2014169001249677329,['grav'],grav
comment,Nora Chico @NoraChico499779 · Jan 22,Inútiles como siempre y degenerados .,https://x.com/YfranEly/status/2014169001249677329,"['inutil', 'siempr', 'degener']",inutil siempr degener
comment,Leonor Piccioni (Leo) @LeonorPiccion12 · Jan 22,Pero  que hdp,https://x.com/YfranEly/status/2014169001249677329,['hdp'],hdp
comment,cesar alberto Bulos @bulos_cesa10944 · Jan 23,Ché y no hablas del psiquiátrico que se garcha a su perro embalsamado?,https://x.com/YfranEly/status/2014169001249677329,"['che', 'habl', 'psiquiatr', 'garch', 'perr', 'embalsam']",che habl psiquiatr garch perr embalsam
post,Nicolás R. Muñoz  @nicolasrmunoz · Jan 11,Di una charla en inglés hablando de las cosas buenas que tiene mi país  hace 5 años terminé el curso online de SER EXTRAORDINARIO con  @Vishen  en donde decreté que sería un speaker internacional  y hoy esa meta la cumplí junto al propio Vishen que también era speaker del,https://x.com/nicolasrmunoz/status/2010363459087868317,"['charl', 'ingles', 'habl', 'cos', 'buen', 'pais', 'hac', 'años', 'termin', 'curs', 'onlin', 'ser', 'extraordinari', 'decret', 'speak', 'internacional', 'hoy', 'met', 'cumpl', 'junt', 'propi', 'vish', 'speak']",charl ingles habl cos buen pais hac años termin curs onlin ser extraordinari decret speak internacional hoy met cumpl junt propi vish speak
comment,Carla Heredia♟ @HerediaCarla · Jan 11,"Felicidades! Un gran evento donde Ecuador estuvo representado por ti .   La próxima llévame, te cargo las maletas. Jaja",https://x.com/nicolasrmunoz/status/2010363459087868317,"['felic', 'gran', 'event', 'ecuador', 'represent', 'proxim', 'llevam', 'carg', 'malet', 'jaj']",felic gran event ecuador represent proxim llevam carg malet jaj
comment,Nicolás R. Muñoz  @nicolasrmunoz · Jan 12,Gracias Carlita ,https://x.com/nicolasrmunoz/status/2010363459087868317,"['graci', 'carlit']",graci carlit
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 15,NATALIA SARACHO  NIEGA ROMANCE CON MAURICIO MACRI...,https://x.com/NICOLAS71046251/status/2011860216489611313,"['natali', 'sarach', 'nieg', 'romanc', 'maurici', 'macri']",natali sarach nieg romanc maurici macri
comment,Luis Alberto Torlaschi @TorlaschiLuis · Jan 15,Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua Juajuajua,https://x.com/NICOLAS71046251/status/2011860216489611313,"['juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju', 'juajuaju']",juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju juajuaju
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 24,NICOLAS MUÑOZ,https://x.com/NICOLAS71046251/status/2015048360701333802,"['nicol', 'muñoz']",nicol muñoz
comment,Rosalía @RoRo1982Malv · Jan 24,"Algunos tienen actitudes de hsdmp ,como el papadas",https://x.com/NICOLAS71046251/status/2015048360701333802,"['actitud', 'hsdmp', 'pap']",actitud hsdmp pap
comment,Sonia Ledesma @SoniaLedes57712 · Jan 24,Exacto!!! Muy buen Sábado para vos!!!,https://x.com/NICOLAS71046251/status/2015048360701333802,"['exact', 'buen', 'sab', 'vos']",exact buen sab vos
comment,🆁&🆅🅴🆁🅳🅳 . @Argento008 · Jan 24,La felicidad es la mujer casada ..Dijo Roque Narvaja,https://x.com/NICOLAS71046251/status/2015048360701333802,"['felic', 'muj', 'cas', 'dij', 'roqu', 'narvaj']",felic muj cas dij roqu narvaj
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 17,PREOCUPATE MAS POR TU CONCIENCIA.,https://x.com/NICOLAS71046251/status/2012482473653871084,"['preocupat', 'mas', 'concienci']",preocupat mas concienci
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 26,JAVIER MILEI...,https://x.com/NICOLAS71046251/status/2015763070438560035,"['javi', 'milei']",javi milei
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 23,JAVIER MILEI Y LA  FILOSOFIA GRIEGA...,https://x.com/NICOLAS71046251/status/2014687372483478007,"['javi', 'milei', 'filosofi', 'grieg']",javi milei filosofi grieg
comment,PRSG04_02 @PRSG04_02 · Jan 23,Presidente,https://x.com/NICOLAS71046251/status/2014687372483478007,['president'],president
post,TN - Todo Noticias @todonoticias · Jan 15,"MILITABAN EN UN MOVIMIENTO QUE SE PROCLAMABA FEMINISTA, SE PRESENTABAN COMO REFERENTES DE GÉNERO Y ABUSARON SEXUALMENTE DE AL MENOS TRES MUJERES DURANTE AÑOS.   Nicolás Rodríguez y Silvia Daniela Muñóz son empleados del Senado bonaerense. Militan en un espacio político",https://x.com/todonoticias/status/2011771940827025527,"['milit', 'movimient', 'proclam', 'femin', 'present', 'referent', 'gener', 'abus', 'sexual', 'men', 'tres', 'mujer', 'años', 'nicolas', 'rodriguez', 'silvi', 'daniel', 'muñoz', 'emple', 'sen', 'bonaerens', 'milit', 'espaci', 'polit']",milit movimient proclam femin present referent gener abus sexual men tres mujer años nicolas rodriguez silvi daniel muñoz emple sen bonaerens milit espaci polit
comment,Agostini @agostini____ · Jan 15,Que sorpresa que sean kirchneristas!!!!,https://x.com/todonoticias/status/2011771940827025527,"['sorpres', 'kirchner']",sorpres kirchner
comment,Depe @augustogrinner · Jan 15,"¿Kirchos que se dicen feministas y abusan de mujeres? ¡NO LO PUEDO CREER, ES LA PRIMERA VEZ QUE PASA!...  ... es lo que diría si fuera un imbécil.",https://x.com/todonoticias/status/2011771940827025527,"['¿kirch', 'dic', 'femin', 'abus', 'mujer', '¡no', 'pued', 'cre', 'primer', 'vez', 'pas', 'dir', 'imbecil']",¿kirch dic femin abus mujer ¡no pued cre primer vez pas dir imbecil
comment,Mauro @maurodsimone · Jan 15,NO falla,https://x.com/todonoticias/status/2011771940827025527,['fall'],fall
comment,. @CroArg · Jan 16,Cuando son kirchneristas no es cadena nacional.,https://x.com/todonoticias/status/2011771940827025527,"['kirchner', 'caden', 'nacional']",kirchner caden nacional
comment,Dr. Nick  @Dr_Nck · Jan 15,"Recuerden, violar gente está mal, kukas, eso es mucho muy importante.",https://x.com/todonoticias/status/2011771940827025527,"['recuerd', 'viol', 'gent', 'mal', 'kuk', 'import']",recuerd viol gent mal kuk import
post,Nicolás R. Muñoz  @nicolasrmunoz · Jan 26,Descubre las #finanzaspersonales y el manejo de #dinero desde una óptica más humana #morirconcero,https://x.com/nicolasrmunoz/status/2015911221979955560,"['descubr', 'finanzaspersonal', 'manej', 'diner', 'optic', 'human', 'morirconcer']",descubr finanzaspersonal manej diner optic human morirconcer
post,"Juan Esteban Suraci @juansuraci · Nov 7, 2025","#GimnasiaMza - Informa  @TibuFernandez07   la lista de jugadores que seguirán ligados al club: César Rigamonti, Facundo Nadalin, Diego Mondino, Imanol González, Franco Saavedra, Matías Recalde, Lautaro Carrera, Fermín Antonini, Matías Muñoz, Nicolás Romano, Luciano Cingolani,",https://x.com/juansuraci/status/1986835340477251963,"['gimnasiamz', 'inform', 'list', 'jugador', 'segu', 'lig', 'club', 'ces', 'rigamonti', 'facund', 'nadalin', 'dieg', 'mondin', 'imanol', 'gonzalez', 'franc', 'saavedr', 'mat', 'recald', 'lautar', 'carrer', 'fermin', 'antonini', 'mat', 'muñoz', 'nicolas', 'roman', 'lucian', 'cingolani']",gimnasiamz inform list jugador segu lig club ces rigamonti facund nadalin dieg mondin imanol gonzalez franc saavedr mat recald lautar carrer fermin antonini mat muñoz nicolas roman lucian cingolani
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 25,"EL SER FANATICO K,DESTRUYE EL CEREBRO...",https://x.com/NICOLAS71046251/status/2015389368324702391,"['ser', 'fanat', 'kdestru', 'cerebr']",ser fanat kdestru cerebr
post,ElCanciller.com @elcancillercom · Jan 21,[JUSTICIA] Imputaron por otros cinco hechos de abuso sexual a los dos empleados del Senado bonaerense acusados de liderar una secta: Nicolás Rodríguez y Daniela Silva Muñoz ya se encuentran detenidos por otros hechos de violencia sexual contra tres mujeres.,https://x.com/elcancillercom/status/2014029474363220079,"['justici', 'imput', 'cinc', 'hech', 'abus', 'sexual', 'dos', 'emple', 'sen', 'bonaerens', 'acus', 'lider', 'sect', 'nicolas', 'rodriguez', 'daniel', 'silv', 'muñoz', 'encuentr', 'deten', 'hech', 'violenci', 'sexual', 'tres', 'mujer']",justici imput cinc hech abus sexual dos emple sen bonaerens acus lider sect nicolas rodriguez daniel silv muñoz encuentr deten hech violenci sexual tres mujer
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 23,"SRGIO MASSA DE IR PRESO ,JUNTO A  ALBERTO FERNANDEZ  Y CRISTINA...NO PUEDEN ESTAR SUELTOS CON LO QUE ROBARON Y  MALGASTARON EN  SUCIA POLITICA...",https://x.com/NICOLAS71046251/status/2014686133532131639,"['srgi', 'mass', 'pres', 'junt', 'albert', 'fernandez', 'cristinan', 'pued', 'suelt', 'rob', 'malgast', 'suci', 'polit']",srgi mass pres junt albert fernandez cristinan pued suelt rob malgast suci polit
comment,Graciela @gracielaleono · Jan 23,Tal cual cuando la justicia lo va a investigar protegido,https://x.com/NICOLAS71046251/status/2014686133532131639,"['tal', 'justici', 'investig', 'proteg']",tal justici investig proteg
comment,Alberto Daniel Pena Randolfe @PenaRandol60579 · Jan 25,Qué se haga realidad de una vez por todas!!.-,https://x.com/NICOLAS71046251/status/2014686133532131639,"['hag', 'realid', 'vez', 'tod']",hag realid vez tod
comment,Horacio Lopez @merdos1957 · Jan 23,SABEN QUE MASSITA SE ROBO LAS REJAS !!!,https://x.com/NICOLAS71046251/status/2014686133532131639,"['sab', 'massit', 'rob', 'rej']",sab massit rob rej
comment,Crocus @CROCA2020 · Jan 24,Son una organización delictiva y terrorista,https://x.com/NICOLAS71046251/status/2014686133532131639,"['organiz', 'delict', 'terror']",organiz delict terror
comment,Sil. @SilSanchoLadran · Jan 23,Team . Los blindados!,https://x.com/NICOLAS71046251/status/2014686133532131639,"['team', 'blind']",team blind
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 26,NO LO ENTENDERIAS ...?,https://x.com/NICOLAS71046251/status/2015762558704091316,['entenderi'],entenderi
comment,DaV€ @Dave2463ray · Jan 26,estan presos???,https://x.com/NICOLAS71046251/status/2015762558704091316,"['estan', 'pres']",estan pres
comment,albertcruz #BAPC @albertcruharry2 · Jan 26,"Súmale que estuvo o está , Tinelli y todos sus parientes y la vieja mapache  @SoyFeudaleM  .. ",https://x.com/NICOLAS71046251/status/2015762558704091316,"['sumal', 'tinelli', 'parient', 'viej', 'mapach']",sumal tinelli parient viej mapach
comment,Juan Salas @juanjo0865 · Jan 26,Y ahora los paladines de verdad y la justicia que dirán ?,https://x.com/NICOLAS71046251/status/2015762558704091316,"['ahor', 'paladin', 'verd', 'justici', 'diran']",ahor paladin verd justici diran
comment,Monica Frodl @FrodlMonica · Jan 26,"Nunca comprendí, que hacía Fantino ahí, ¡lástima!",https://x.com/NICOLAS71046251/status/2015762558704091316,"['nunc', 'comprend', 'hac', 'fantin', 'ahi', '¡lastim']",nunc comprend hac fantin ahi ¡lastim
comment,Osvaldo Gerardo Leo @osvaldo_leo18 · Jan 26,"Con estos dos, creo cualquiera",https://x.com/NICOLAS71046251/status/2015762558704091316,"['dos', 'cre', 'cualqu']",dos cre cualqu
post,Resumido @Resumidoinfo · Jan 21, Nuevas imputaciones para los empleados del Senado bonaerense acusados de liderar una secta  Nicolás Rodríguez y Daniela Silva Muñoz enfrentan cargos por abusos sexuales reiterados y manipulación psicológica. Mañana peritarán sus celulares ,https://x.com/Resumidoinfo/status/2014027229873746093,"['nuev', 'imput', 'emple', 'sen', 'bonaerens', 'acus', 'lider', 'sect', 'nicolas', 'rodriguez', 'daniel', 'silv', 'muñoz', 'enfrent', 'carg', 'abus', 'sexual', 'reiter', 'manipul', 'psicolog', 'mañan', 'perit', 'celular']",nuev imput emple sen bonaerens acus lider sect nicolas rodriguez daniel silv muñoz enfrent carg abus sexual reiter manipul psicolog mañan perit celular
post," fred le gaulois  Uniondesdroites  @FredGaulois · Oct 14, 2024","Dans la catégorie, on marche sur la tête, attention, accrochez vous bien à votre siège  Nicolas a 26 ans, en 2013, lycéen, il est accusé pour la 1ère fois d'agressions sexuelles et condamné à 4 mois de prison avec sursis. Etudiant en médecine, il récidive, entre 2017 et 2020, 3",https://x.com/FredGaulois/status/1845890880294867054,"['dans', 'categori', 'march', 'sur', 'tête', 'attention', 'accrochez', 'vous', 'bien', 'votr', 'sièg', 'nicol', 'ans', 'lyce', 'est', 'accus', 'pour', 'ère', 'fois', 'dagressions', 'sexuell', 'condamn', 'mois', 'prison', 'avec', 'sursis', 'etudiant', 'medecin', 'recidiv']",dans categori march sur tête attention accrochez vous bien votr sièg nicol ans lyce est accus pour ère fois dagressions sexuell condamn mois prison avec sursis etudiant medecin recidiv
comment,"moreau @moreau47957875 · Oct 14, 2024",je suis dégoûté  je suis infirmière suspendue qui n'a pas pu reprendre le travail car inquiété par l'ordre et ce mec est un violeur et il a le droit de bosser c'est honteux ,https://x.com/FredGaulois/status/1845890880294867054,"['suis', 'degoût', 'suis', 'infirmièr', 'suspendu', 'qui', 'pas', 'reprendr', 'travail', 'car', 'inquiet', 'par', 'lordr', 'mec', 'est', 'violeur', 'droit', 'boss', 'cest', 'honteux']",suis degoût suis infirmièr suspendu qui pas reprendr travail car inquiet par lordr mec est violeur droit boss cest honteux
comment,"BreiZaTao KozaQ @hue7_hue · Oct 14, 2024",Jamais inquiété par le conseil de l'Ordre: le chirurgien Joël Le Scouarnec frise les 300 victimes...,https://x.com/FredGaulois/status/1845890880294867054,"['jamais', 'inquiet', 'par', 'conseil', 'lordr', 'chirurgi', 'joël', 'scouarnec', 'fris', 'victim']",jamais inquiet par conseil lordr chirurgi joël scouarnec fris victim
comment,"THIBAUT  @Anabellatibo · Oct 14, 2024",26 ans > encore lycéen  et déjà violeur et finit comme gynécologue   et pour bientôt Ministre de la Santé au gouvernement de Macron ,https://x.com/FredGaulois/status/1845890880294867054,"['ans', 'encor', 'lyce', 'dejà', 'violeur', 'finit', 'comm', 'gynecolog', 'pour', 'bientôt', 'ministr', 'sant', 'gouvernement', 'macron']",ans encor lyce dejà violeur finit comm gynecolog pour bientôt ministr sant gouvernement macron
comment,"Eltoro @Dl40Satanas · Oct 14, 2024",C'est de pire en pire ce pays.  Faut supprimer le ministère de la justice vu qu'il n'y en a plus,https://x.com/FredGaulois/status/1845890880294867054,"['cest', 'pir', 'pir', 'pays', 'faut', 'supprim', 'ministèr', 'justic', 'quil', 'plus']",cest pir pir pays faut supprim ministèr justic quil plus
comment,"RR75 @CALIXTE9275 · Oct 14, 2024","Nicolas a une future carrière de violeur en série qui l’attend sous l’avale de  @ordre_medecins  spécialistes des violeurs et des pédocriminels ! Ils ont protégé Joël Le Scouarnec, le plus grand pédocriminel de France, ils protègeront Nicolas !",https://x.com/FredGaulois/status/1845890880294867054,"['nicol', 'une', 'futur', 'carrièr', 'violeur', 'seri', 'qui', 'attend', 'sous', 'aval', 'specialist', 'des', 'violeurs', 'des', 'pedocriminels', 'ils', 'ont', 'proteg', 'joël', 'scouarnec', 'plus', 'grand', 'pedocriminel', 'franc', 'ils', 'protègeront', 'nicol']",nicol une futur carrièr violeur seri qui attend sous aval specialist des violeurs des pedocriminels ils ont proteg joël scouarnec plus grand pedocriminel franc ils protègeront nicol
post,Diario El Salvador @elsalvador · Jan 10,"#DeDeportes «El futbolista salvadoreño debe tener más deseo de superación», Nicolas Muñoz  El ex jugador panameño, ahora comentarista de TV, dio su opinión sobre la actualidad del fútbol en El Salvador y el cambio en la Fesfut.",https://x.com/elsalvador/status/2010187408126648330,"['dedeport', 'futbol', 'salvadoreñ', 'deb', 'ten', 'dese', 'super', 'nicol', 'muñoz', 'jugador', 'panameñ', 'ahor', 'comentar', 'dio', 'opinion', 'actual', 'futbol', 'salvador', 'cambi', 'fesfut']",dedeport futbol salvadoreñ deb ten dese super nicol muñoz jugador panameñ ahor comentar dio opinion actual futbol salvador cambi fesfut
comment,RikiLuxen @Iuvnriki · Jan 10,panama vet calls out weak salvador grind,https://x.com/elsalvador/status/2010187408126648330,"['panam', 'vet', 'calls', 'out', 'weak', 'salvador', 'grind']",panam vet calls out weak salvador grind
post,Ecuavisa Noticias @EcuavisaInforma · Jan 3," El alcalde de #Quito, Pabel Muñoz, es la primera autoridad de #Ecuador que se pronuncia por la incursión armada de Estados Unidos en Venezuela que ha culminado con la captura de Nicolás Maduro, según informó Donald Trump.   https:// bit.ly/493hR2S",https://x.com/EcuavisaInforma/status/2007416651143324101,"['alcald', 'quit', 'pabel', 'muñoz', 'primer', 'autor', 'ecuador', 'pronunci', 'incursion', 'armad', 'unid', 'venezuel', 'culmin', 'captur', 'nicolas', 'madur', 'segun', 'inform', 'donald', 'trump', 'bitlyhrs']",alcald quit pabel muñoz primer autor ecuador pronunci incursion armad unid venezuel culmin captur nicolas madur segun inform donald trump bitlyhrs
comment,italo @italogtorres · Jan 3,"Perro naRCo5 todavía te queda Cuba, Nicaragua y México para que se puedan fugar",https://x.com/EcuavisaInforma/status/2007416651143324101,"['perr', 'narc', 'todav', 'qued', 'cub', 'nicaragu', 'mexic', 'pued', 'fug']",perr narc todav qued cub nicaragu mexic pued fug
comment,Carlos Arguello @carguellosr · Jan 3,"Anda, y reclama tú, pues glosado sectario; toda latinoamérica está agradecida de qué se capturó al jefe del cartel de los soles",https://x.com/EcuavisaInforma/status/2007416651143324101,"['anda', 'reclam', 'pues', 'glos', 'sectari', 'tod', 'latinoamer', 'agradec', 'captur', 'jef', 'cartel', 'sol']",anda reclam pues glos sectari tod latinoamer agradec captur jef cartel sol
comment,Juan F Chediak @Jfchediak · Jan 3,"Todos los compadres y defensores de las dictaduras mas descaradas de la historia en Latinoamérica, salen a defender lo indefendible. Todos los pueblos americanos quieren vivir en democracia, todos menos quienes hacen de la política su negocio de vida. Se les acaba la teta!",https://x.com/EcuavisaInforma/status/2007416651143324101,"['compadr', 'defensor', 'dictadur', 'mas', 'descar', 'histori', 'latinoamer', 'sal', 'defend', 'indefend', 'puebl', 'american', 'quier', 'viv', 'democraci', 'men', 'hac', 'polit', 'negoci', 'vid', 'acab', 'tet']",compadr defensor dictadur mas descar histori latinoamer sal defend indefend puebl american quier viv democraci men hac polit negoci vid acab tet
comment,Imbaura_y_Mas @Imba_bura2 · Jan 3,"El NO ALCALDE,  NO ES LA PRIMERA AUTORIDAD DE ECUADOR, es la última rueda del coche, no tiene dignidad. Un glosado, entró con fraude,  con qué cara opina ?  El mismo, debe abandonar un cargo que no le pertenece.",https://x.com/EcuavisaInforma/status/2007416651143324101,"['alcald', 'primer', 'autor', 'ecuador', 'ultim', 'rued', 'coch', 'dignid', 'glos', 'entro', 'fraud', 'car', 'opin', 'mism', 'deb', 'abandon', 'carg', 'pertenec']",alcald primer autor ecuador ultim rued coch dignid glos entro fraud car opin mism deb abandon carg pertenec
comment,Xander  @xand3r_cratos · Jan 3,Tic toc amigos de maduro,https://x.com/EcuavisaInforma/status/2007416651143324101,"['tic', 'toc', 'amig', 'madur']",tic toc amig madur
post,Teleamazonas @teleamazonasec · Jan 3,"'Latinoamérica debe rechazar cualquier ataque', alcalde de Quito, Pabel Muñoz se pronuncia tras ataque de EE.UU. contra el gobierno de Nicolás Maduro  https:// f.mtr.cool/dwbansoyjw",https://x.com/teleamazonasec/status/2007413493733917016,"['latinoamer', 'deb', 'rechaz', 'cualqui', 'ataqu', 'alcald', 'quit', 'pabel', 'muñoz', 'pronunci', 'tras', 'ataqu', 'eeuu', 'gobiern', 'nicolas', 'madur', 'fmtrcooldwbansoyjw']",latinoamer deb rechaz cualqui ataqu alcald quit pabel muñoz pronunci tras ataqu eeuu gobiern nicolas madur fmtrcooldwbansoyjw
